news_title	label
Ana Gab Da Cimma Yarjejeniyar Zaman Lafiya A Afghanistan	World
An Sami Saukin Yaduwar Cutar Kwalara a Jihar Plato	Health
Rundunar F-SARS Ta Fita Daga Tarayya Ta Koma Jiha	Nigeria
Najeriya Na Daga Cikin Jerin Kasashen Da Aka Fi Gallazawa ‘Yan Jarida	Nigeria
Asusun UNICEF Ya Sami Tallafi Daga Kungiyar Tarayyar Turai Na Tsabtace Muhalli A Nigeriya	Health
Wasu Kananan Jam'iyyun Siyasa Sun Hade Da manyan Jam'iyyu Gabanin Zaben Gwamnoni	Politics
An Samu Cigaba da Yaki da Cutar Ebola	Health
Al’umma na da Hakki Wajen Yakar Cutar Ebola	Health
KATSINA: Yan Bindiga Na Ci Gaba Da Kai Farmaki A Wasu Yankuna	Nigeria
Zanga Zangar Juyin Juya Hali Ya Shiga Wani Hali	Nigeria
An Kaddamar Da Wani Sabon Kamfen Yaki Da Cutar Shan Inna	Health
Rundunar Sojin Najeriya Ta Ragargaza 'Yan Ta'adda A Baga	Nigeria
Kalubalen Dimokaradiyya Ga Bangaren Shari’a a Najeriya	Nigeria
Ziyarar Hafsan Hafsoshin Sojojin Afirka Ta Kudu a Najeriya	Africa
Najeriya Ta Yi Kashedi Kan Katsalandan a Zaben Kasar Da Ke Tafe	Politics
Yini Na Biyu a Kokarin Neman Gangar Jikin Jirgin Indonesia	World
Dan Takarar Kungiyar Hamayya A Nijar Ya Bayyana Shakku Kan Tsarin Zabe	Africa
Amurka Na Iya Mayar Da Martanin Harin Da Aka Kai Wa Saudiyya	World
APC Ta Lashe Zabukan Gwamna Na Jahohin Borno Da Yobe	Politics
Koriya Ta Arewa Ta Koma Bakin Aikin Gina Gurin Gwada Makami Mai Linzamin	World
Najeriya Da Kamaru Sun Yi Taron Fadakar Da Juna	Africa
Kungiyoyin Arewa Sun Gujewa Shiga Zanga-zangar Juyin Juya Hali a Najeriya	Nigeria
Al'amura Sun Fara Daidaita A Jihar Filato	Nigeria
Majalisar Dattawan Najeriya Ta Amince Da Kudirin Dokar Mafi Karancin Albashi Na Naira 30,000	Nigeria
Shugaban Majalisar Dattijan Najeriya Ya Koma PDP	Politics
Hukumar Kwastam Ta Kama Gawa Dauke Da Tabar Wiwi	Nigeria
Fulani: Hanya Daya Tilo Da Za'a Magance Matsaloli A Arewacin Najeriya	Nigeria
An Bukaci Gwamnoni Su Biya Basukan Da Aka Basu	Politics
Najeriya: Kungiyoyin Fararen Hula Sun Fitar Da Kundayen Yaki Da Cin Hanci	Nigeria
An Kaddamar Da Aikin Rigakafin Dabbobi a Jihar Neja	Health
Jawabin Sarkin Kano A Yayin Bukukuwan Sallah A Birnin Kano	Nigeria
Wasu ‘Yan Bindiga Sun Harbe Shanun Makiyaya Kusan 100 a Filato	Nigeria
Buhari Ya Kaddamar Da Aikin Ruwa A Zariya	Politics
Mayakan Saman Nigeria Na Samun Galaba Akan Miyagun Mutane A Zamfara	Nigeria
Lagos: Hukumar Kwastam Ta Kama Kayayyaki Na Sama Da Naira Biliyan Biyu	Nigeria
Jamus Ta Mika Taimako Ga Gidajen Yarin Najeriya	World
Majalisar Dinkin Duniya Za Ta Tallafawa Nijer Da Dala Bilyan 1.2	World
Amurka Ta Tura Miliyoyin Daloli Ga Sojojin Ukraine	World
Iran Tayi Gwajin Wani Makami Mai Linzami	World
TARON KOLIN MDD: Buhari Ya Bukaci Shawo Kan Tsana Da Kiyayya	Politics
Masu Fama Da Cutar HIV Sun Koka a Jihar Naija	Health
N30,000 Ne Mafi Karancin Albashin Ma’aikatan Najeriya	Nigeria
An Yi Zanga Zangar Adawa Da Shirin Zabe A Gabashin Ukraine	World
Bauchi: Mutane Sama Da 30 Sun Rasa Rayukansu Bayan Da Kwale Kwalensu Ya Kife	Nigeria
An Cika Shekaru 100 Tun Yakin Duniya Na Daya	World
An fara Yiwa Yara Rigakafin Zazzabin Cizon Sauro A Kasar Ghana	Health
Koriya Ta Arewa Ta Zargi Amurka Da Kawo Cikas Kan Tattaunawarsu	World
Amurka Ta Kai Taimako A Venezuela	World
Zanga Zangar Lumana A Garin Tsafe Ta Dauki Sabon Salo	Nigeria
Shugaba Donald Trump zai jagoranci Amurkawa tunawa da hare haren ranar sha daya ga watan Satumban shekarara 2001	World
Gwamnatin Amurka ta Fara Gwajin Ebola a Filin Jirgin Saman JFK	Health
Ghana Na Shirin Amfani Da Komputa Wajen Kidaya Al'ummar Kasarta	Africa
Ra'ayoyin Jama'a Akan Shirin Shugaba Buhari Na Kai Najeriya Mataki Na Gaba	Politics
Yan Bindiga Sun Raba Dubban Mutane Da Gidajensu A Zamfara	Nigeria
Najeriya ta Rabu da Cutar Ebola	Health
Ya Yiwu Mutane Miliyan 500 Su Kamu da Ciwon Suga Cikin Shekaru 10 Masu Zuwa	Health
Shirin Rage Wa Yara Talauci A Duniya Ya Gamu Da Matsala babba	Health
Sabuwar Allurar Rigakafin HIV Yana Kara Hadarin Cutar	Health
Mutane 469 Suka ki Yarda da Maganin Rigakafin Polio a Karamar Hukumar Ilela ta Jihar Sokoto	Health
Hukuncin Da Kotun Koli Ta Yanke Kan Zaben Osun Ya Kada Mu – PDP	Politics
Sojojin Nigeria Suna Fatattakar 'Yan Bindiga a Dajin Zamfara - Agim	Nigeria
Gobarar Dajin dake Ci a Jihar California Sai Fadada ta Keyi	World
Yan Bindiga Sun Addabi Manoma A Jihar Adamawa	Nigeria
Afghanistan: Dan Kunar Bakin Wake Ya Kashe Mutum 14 A Kabul	World
Cikakken Bayanin Cutar Maleriya Kashi Na Biyar: Wanene Ke Cikin Kasadar Kamuwa Da Ita?	Health
Falastinawa Na Jimamin Kashe Wani Matashi Saad	World
Gwamnatin Neja Tana Nazarin Sabon Tsarin Albashi	Nigeria
Mutane Shida Sun Mutu, A Harin Mota Da Kuma Harbe-Harbe A New York	World
Majalisar Dinkin Duniya ta yi kira da a kara maida hankali a yaki da zazzabin cizon sauro.	Health
Zabukan Pilato, Adamawa, Sokoto, Bauchi Ba Su Kammalu Ba – INEC	Politics
Najeriya Zata Iya Yin Asarar Dala Biliyan 8 Kan Cutar Shanyewar Sashin Jiki Da Sauransu	Health
Yan Sanda Sun Tarwatsa Zanga-Zangar Juyin-Juya-Hali a Najeriya	Nigeria
Gwamnatin Filato Na Shirin Maida 'Yan Gudun Hijira Zuwa Gidajensu	Nigeria
Cutar Kwalara ta Kashe Mutane 7 a Jihar Kano	Health
Erdogan Yaki Amincewa Da Bukatar Amurka	World
Uwargidan shugaban Najeriya ta shawarci iyaye su bari a yiwa ‘ya’yansu rigakafi	Health
Kamfanin Twitter Ya Ninka Adadin Harufa daga 140 Zuwa 280	World
Shirin Haramta Almajirci A Najeriya Ya Janyo Cece-Ku-Ce	Nigeria
An Yi Bikin Ranar Zaman Lafiya Ta Duniya A Garin Jos	Health
Kotu: Jam'iyyar PDP A Jihar Kano Bata Da 'Dan Takarar Gwamna	Politics
Jawabin Shugaba Trump Ga Sojojin Amurka a Kasar Japan	World
Cuba ta Zargin Amurka da Gangan ta yi Karya a Kan harin wata cutar da ba a gano sanadinta ba	World
Ina Jin Haushin Gwamnati Sosai - Inji Matashi Musa	Nigeria
An Sami Raguwar Mutuwa Ta Dalilin Kanjamau	Health
Kwana Da Jarirai Yakan Taimaka a Shayar Da Su Da Nonon Uwa	Health
Shugaban Iran Rouhani Zai Gabatar Da Jawabi Yau	World
Trump Na Halartar Taron MDD a Karon Farko	World
"Shugabannin Fulani Sun Yi Tir Da Rashin ""Fulakun"" Masu Sace Mutane"	Nigeria
Gwamnatin Kasar Nijar Zata Bada Tukuici Domin Yaki Da Kurkunu	Health
Ingantaccen Shugabanci Na Da Muhimmanci Wajen Kula Da Albarkatun Kasa	Politics
Dan Sandan Da Ya Kashe Direba Kan Na Goro Ya Hadu Da Fushin Jama’a	Nigeria
"""Sun Yaudare Ni Zuwa Turai Don Tilasta Ni Karuwanci"""	World
Ana Ci Gaba Da Dambarwa A Kan Zaben Shugaban Kasar Laberiya	World
Kungiyoyin Kare Hakkin Kananan Yara A Kano Sun Yi Tir Da Amfani Da Daliban Pramare A Harkar Siyasa	Nigeria
Amurka Da Taliban Na Kokarin Samar Da Yarjejeniyar Zaman Lafiya	World
Jamhuriyar Nijer ta Gudanar da Shirin Kauda Cutar Cizon Sauro	Health
Trump Ya Bayyana Kim A Matsayin Mai Zurfin Tunani	World
Sakataren Harkokin Wajen Amurka Ya Jaddada Mahimmancin Inganta Dangantaka Tsakanin Saudiyya da Iraqi	World
Rashin Nagartattun Hanyoyi Na Taimakawa Bata Gari	Nigeria
Ina da ciki menene ya kamata in yi- ko kuma kada in yi- domin kula da kaina da jaririn dake ciki na? (cigaba)	Health
Sama Da Mutane Dubu 10 Sun Tsere Daga Garin Baga Zuwa Maiduguri	Nigeria
Anyi Girgizar Kasa Da Tsunami A Indonesia	World
Obasanjo Ya Baiwa Atiku Goyon Bayansa	Politics
Yan Bindiga sun sace mutane a Jihar Adamawa	Nigeria
Rikicin Bayan Zabe Ya Janyo Asarar Rayuka A Taraba	Politics
Ana Takaddama Kan Fara Shari'ar Sakamakon Zaben Congo	Africa
Cikin Mako Guda Iran Ta Kama Jiragen Dakon Mai Na Wasu Kasashe	World
Rex Tillerson ya Isa Gabas ta Tsakiya a Yau Jumma’a	World
Amurka ta Kashe Dala Biliyan $3.6 Domin Yakin Cutar Kanjamau a Shekaru 10	Health
Kara Fahimta Gameda Cutar Ebola	Health
Rikicin Dake Faruwa A Burkina Faso Ya Janyo Karancin Abinci	Africa
Shan Taba Da Zarar Mutum Ya Tashi Zai Iya Sa Mutum Ya Kamu Da Cutar Sankara	Health
Mike Pompeo Da Shugabanin Turkiyya Sun Gana Akan Bacewar Dan Jarida Khashoggi	World
Matasa Wajen Miliyan 21 Basu Da Aikin Yi A Najeriya	Nigeria
"Zabe: ""Marasa Kishin Kasa"" Na Kokarin Ta Da Husuma - Buratai"	Politics
Ana Sukan Shugaban Amurka da Kin Tabo Wasu Manufofin Kasar Lokacin Ziyararsa a Nahiyar Asiya	World
Dalilin Da Ya Sa Sojojin Najeriya Suka Mika Wasu Yara Ga Gwamnati	Nigeria
An Raraba Gidan Sauro Da Maganin Kara Jini a Jihar Benuwe	Health
Hukumar NSCDC Ta Kama 'Yan Fashi Da Makami Har 33	Nigeria
Yara miliyan biyu da dubu dari shidda ke mutuwa a duk shekara	Health
Za a Binne Dr. Sheikh Umar Khan Kamar Yadda Ake Binne Sauran Masu Ebola	Health
India Ta Kasa Tuntubar Jirgin Da Ta Tura Duniyar Wata	World
Dubban Mutane Na Cikin Mawuyacin Hali a Monguno - MSF	Nigeria
A Niger Malaman Jami'o'in Gwamnati Sun Shiga Yajin Aiki	Africa
Kungiyoyin Mayaka A Kongo Da Uganda Na Fakewa Da ISIS	Africa
Amurka Ta Kalubalanci Sufetan 'Yan Sandan Najeriya Kan Zaben 2019	World
An Fara Jana'izar Mutanen Da AKa A New Zealand	World
Mutane 12 Suka Rasa Rayukansu A Rushewar Wani Gini	Nigeria
Sri Lanka: Dumbin Rayuka Sun Salwanta a Hare-haren Mujami'u, Otel	World
Wani Bincike Ya Musunta 'Yan Gudun Hijira Na Shiga Da Cuta Turai	World
Buhari Ya Bukaci Wakilan Najeriya a Gasar Karatun Alkur'ani Mai Tsarki Su Zama Na Gari	Nigeria
Bom Ya Kashe Akalla Mutane 6 A Mogadishu	Africa
Dattawan Jihar Kano Sun Bukaci 'Yan Sanda Su Binciki Gwamna Ganduje	Politics
Gobarar Siyasa Na Kara Ruruwa A Nigeria	Politics
Jami’an Tsaro Sun Dukufa Wajen Yakar Rikicin Makiyaya Da Manona A Jihohin Adamawa Da Taraba	Nigeria
An Sace Wasu Likitocin Kasar Cuba Biyu A Kenya	Africa
Ba Maganar Wariya A Bijirewa Taken Amurka - Inji Shugaba Trump	World
Najeriya: A Kalla Mutane Miliyan 200 Zasu Samu Lambar Zama Dan Kasa	Nigeria
An Gano Wasu 'Yan Damfara 'Yan Najeriya Guda Biyu A Amurka	World
Kasar Nijar Zata Fara Saida Man-Fetur Ga Makotan Kasashe	Africa
Babbar Kotun Kano Ta Dakatar Da Majalisar Dokokin Kanon Binciken Ganduje	Nigeria
Rasha Na Jan Kunnen Amurka Kan Yarjejeniyar Makamai	World
Jam'iyyun Adawan Sudan ta Kudu Sun Ki Amincewa Da Sabuwar Yarjejeniya	Africa
Kanfanoni a jihar Kaduna sun dauki matakin yaki da cutar kanjamau	Health
Ana Samun Raguwar Tashe-Tashen Hankulla A Kasar Kongo	Africa
Adadin Wadanda Suka Kamu Da Cutar Kwalara Ya Karu A Mozambique	Health
An Baiwa Zawarawa Jari Bayan Da Suka Koyi Sana’a a Abuja	Nigeria
Sojojin Sudan, Kungiyoyin 'Yan Adawa Sun Amince a Raba Mumakai	Africa
Shin Za a Mika Korafe-Korafen 'Yan Rohingya Ga Kotun ICC?	World
NIGER: Majalisar Dinkin Duniya Ta Shirya Taron Yaki Da Rashin Adalci	Africa
Taron Yaki Da Cutar Kwalara A Bauchi Ya Kayatar	Health
Dakarun Sojin Sama, Sun Murkushe 'Yan-Ta'adda A Garin Baga	Nigeria
Jami'ar Sule Lamido A Jigawa Ta Yaye Daliban Farko	Nigeria
Karancin Wakilcin Mata A Gwamnatin Buhari, Na Iya Kawo Nakasu	Politics
Ana Ci Gaba Da Kwashe Fararen Hula Daga Baghuz	World
Jami’ar Dutse Ta Kirkiro Dinya-Jari	Nigeria
"Amurka Ta Soke ""Visar"" Shugabar Kotun ICC Fati Bensouda"	Africa
Jihohin Najeriya Da Dama Za Su Fuskanci Barazanar Ambaliya	Nigeria
Yara Da Matasa Sun Samu Sabuwar Dama A Najeriya	Health
Wani Dan Bindiga Ya Hallaka Mutane 26 Da Jikkata Wasu A Jihar Texas	World
Rasha Ta Musanta Janye Ma’aikatan Tsaronta Daga Venezuela	World
Masana Suna So Rika Yiwa Masu Ciki Gwajin HIV	Health
Sojojin Venezuela Sun Toshe hanyar Shugowa Da Kayayakin Agaji	World
Harin Da Boko Haram Ta Kai Wa Dakarun Najeriya	Nigeria
Gwamnatin Tarayya Ta Dauki Matakin Shawo Kan Cutar Kwalera a Plato	Health
Mai Shari'a Zainab Bulkachuwa Ta Janye Daga Sauraron Kararrakin Zabe	Politics
Sabbin Matakan Tsaro Kan Fasinjoji da Jiragen Sama dake Shigowa Amurka Sun Fara Aiki Yau	World
‘Yan Majalisar Kasashen Afirka Sun Gudanar Da Taron Yaki Da Ta'addanci	Africa
Yadda Kasuwar Masu Sana'ar Buga Hotunan 'Yan Siyasa Ta Bude	Nigeria
Ambaliyar Ruwa Ta Kashe Mutum 100 A Nigeria	Nigeria
An Rattaba Hannu Kan Sabuwar Yarjejeniyar Zaman Lafiya a Sudan ta Kudu	Africa
Gwamnatin jihar Katsina tana shirin yiwa yara sama da miliyan biyu rigakafin shan inna	Health
Cibiyoyin Bakin Hauren Libya Na Bukatar Dauki	Africa
Mataimakin Shugaban Najeriya Ya Kaddamar Da Sabon Shirin RUGA A Adamawa	Nigeria
Saraki Ne Ya Jawo Ma Kansa Fitinar Da Ya Shiga-Inji Senata Ndume	Politics
Limaman Yahudanci da Kiristanci Na Amurka Sun Roki Israila Ta Daina Sayar wa Kasar Myanmar Makamai	World
China Ta Dauki Matakin Rage Yawan Aladun Da Ta Ke Kaiwa Amurka	World
Wani Harin Kwantan Bauna Ya Kashe Sojoji 17 A Jamhuriyar Nijer	Africa
Tattaunawar Amurka Da Koriya Ta Arewa Ta Sake Wargajewa	World
Hedkwatar Tsaron Najeriya Ta Kalubalanci 'Yan Jarida	Nigeria
Dakarun Najeriya Sun Kai Hari Kan Mayakan Boko Haram, ISWAP	Nigeria
Illar Zazzabin Cizon Sauro Ga Mata Masu Ciki	Health
Gwamna Zulum Ya Umurci Biyan Ma'aikatan Jihar Borno Albashinsu	Politics
An Kaddamar da Shirin ba Wasu Manoma Tallafi A jihar Adamawa	Nigeria
Wasu Matasa Sun Bindige Mutum Takwas Har Lahira a Brazil	World
Kimanin jarirai dubu saba’in ake haihuwa da kwayar cutar kanjamau kowacce shekara a Najeriya	Health
Majalisar Wakilan Amurka Tayi Tur Da Kisan Musulmi A Myanmar	World
Buhari Ya Kaddamar Da Tashar Jirgin Ruwa Ta Farko a Arewa	Nigeria
Yau Ake Zaben 'Yan Majalisa Da Gwamnoni a Amurka	World
Taliban Tace Zata Ci Gaba Da Tattaunawa Da Amurka	World
Kasashen Duniya Na Dari-Dari Da Kirar Jirgin Boeing 737 Max 8	Africa
Yakin Neman Zaben Shugaba Buhari a Taraba Ya Bar Baya Da Kura	Politics
Kasar Turkiyya Ta Ce Saudi Ta Kahe Jamal Khashoggi	World
Taron Addu'ar Zaman Lafiya	Health
Shugaba Trump Da Takwaran Aikinsa Na Kasar China, Xi Jinping Sun Gana Akan Koriya Ta arewa	World
Turkiyya Na Zargin Saudiyya Da Kashe Danjarida Jamal Khashoggi	World
"""Yan Siyasa Su Rungumi Zaman Lafiya""-Farfesa Galadanci"	Nigeria
Taimaka wa Yara na Majalisar Dinkin Duniya da Kungiyar Rotary .	Health
Amurka Ta Fitar Da Sahaidar Dake Tabbatar Da Iran Ta Kai Hari Kan Teku	World
Bauchi Ta Kara Inganta Aikin Rigakafin Polio	Health
Hukumomin Guinea na Takalar Ebola	Health
Ba’a Yi Zaben Tsayar Da Dan Takarar Gwamna Na jam’iyyar APC A Jihar Bauchi Ba	Politics
An Kai Hari Kan Filin Jirgin Saman Da Amurka Ke Amfani Da Shi A Somaliya	Africa
Rundunar ‘Yan Sandan Jihohin Ekiti Da Oyo Sun Shiryawa Zaben Gwamnoni	Politics
APC Ba Ta Yi Zaben Fidda Gwani Ba a Zamfara – in ji Kotu	Politics
Gwamnatin Angola Za Ta Sake Binne Gawar Savimbi Da Karamci	Africa
Duk da Harin Kwana Kwanan Nan New York Zata Gudanar da Wasan Gudun Famfalaki	World
Jebun Likitocin Najeriya Sun fi Bada Maganin Cutar Typod da Zazzabin Cizon Sauro	Health
Nijar: Jam'iyun Adawa Zasu Maka Bazoum Mohammed Ministan Cikin Gida A Kotu	Africa
Najeriya: N30,000 Zai Zama Albashi Mafi Kankanci	Nigeria
Idan An Inganta Sha'anin Noma A Duba Batun Tsaro Kuma-Manoma	Nigeria
Gwamnatin Borno Ta Ware Naira Biliyan Daya Don Biyan Bashin Da ‘Yan Fansho Ke Bin Ta	Politics
Ranar Fadakar Da Al’umma Kan Bahaya	World
A Hanzarta Aiwatar Da Biyan Albashi Mafi Karanci – NLC	Nigeria
Kotu Ta Dage Zaman Nazarin Kisan Janar Alkali	Nigeria
‘Yan Sanda Sun Rufe Majalisar Dokokin Jihar Bauchi	Nigeria
Firai Ministar Birtaniya Ta Sami Babban Koma Baya	World
Mahaukaciyar Guguwar Da Ake Fargabar Isowarta, Karshenta Ta Dira India	World
Ra'ayoyin Jama'a Bayan Rantsar Da Shugaba Muhammadu Buhari	Politics
Sakataren Harkokin Wajen Amurka Ya Ce Iran Na Aiki da Yarjejeniyar Dakile Shirinta Na Nukiliya	World
An Horas Da Jami'an Aikin Jinya A Jihar Bauchi	Health
Masu Zanga Zanga A Hong Kong Sun Tattaru A Tashar Jiragen Saman Birnin	World
Al’ummomin jihar Kebbi sun hada hannu a yunkurin yaki da cutar shan inna	Health
Yan adawa Na Son a Tsige Firai Minista Brigi Rafini	Africa
Amurka Ta Musanta Mika Malam Gulen Ga Gwamnatin Turkiyya	World
Za a Magance Labarun Karya A Nahiyar Afrika	Africa
Yadda Jam’iyyu Ke Fadi-tashin Ganin Sun Lashe Zabe A Jihohi Biyar	Politics
Amurka Na Kara Samun Hujjar Zargin Iran Da Kai Hari Saudiyya.	World
Yan Kasar Afrika Ta Kudu Suna Kada Kuri'u A Yau Laraba	Africa
An Bayar Da Belin Wasu Daga Cikin Wadanda Ake Zargi Da Kashe Janar Alkali	Nigeria
Shugabannin Kasashen Turai Sun Kai Ziyara Wasu Kasashen Afrika	World
Ana Iya Shawo Kan Zazzabin Cizon Sauro -Hukumar Lafiya Ta Duniya	Health
Sudan: An Cinma Yarjejeniya Tsakanin Sojoji Da Farar Hula	Africa
Za A Fara Bayar Da Rigakafin Polio A Tasoshin Mota Na Abuja	Health
Ana Shirin Gudanar Da Taro A Kan Yanayi A Poland	World
Bai Kamata A Sake Zaben Gwamnonin Da Basu Yi Aiki Ba-Buhari	Politics
Cutar shan inna ta gurgunta yara hudu a jihar Zamfara	Health
IMO:Gwamna Emeka Ihedioha Ya Gabatar Da Manufofi 15 Na Inganta Jihar	Politics
Najeriya: An Kalubalanci Kudaden Da 'Yan Majalisa Za Su Kashe Wajen Sayen Motoci	Nigeria
Anyi Arangama Tsakanin Al’ummar Garin Girnashe Da Wasu ‘Yan Bindiga	Nigeria
Wani Dan Adawa A Zimbabwe Ya Shiga Hannun 'Yan Sanda	Africa
Nigeria Da Niger Sun Kulla Yarjejeniyar Karfafa Yaki Da Ta'addanci	Africa
Rundunar ‘Yan Sandan Kaduna Ta Yi Alkawarin Zakulo Wadanda Suka Kashe Jami’anta	Nigeria
Kofi Annan Ya Rasu, Shekarunsa 80	World
Kungiyar Miyetti Allah Taki Amincewa Da Sabon Shirin Gwamnati	Nigeria
Najeriya: Abubuwan Da Kasafin Kudin 2019 Ya Kunsa	Nigeria
Daliban Fannonin Kiwon Lafiya Na Samun Horon Kwarewa	Health
Kungiyar CISLAC Ta Bude Cibiyar Kai Koken Cin Hanci Da Rashawa	Nigeria
Majalisar Dinkin Duniya Ta Yi Allah Wadai Da Harin Da Aka Kai A Mali	World
An Gano Wata Kwayar Sashin Jiki Da Zata Iya Warkar Da Kanjamau	Health
Mutum 60 Suka Mutu a Harin Rann - Kungiyar Amnesty	World
Yaran Makarantun Firamare a Carlow Zasu Taimakawa Yaran Najeriya a Yaki da Polio	Health
Ma’aikan Jinyar Kuturta Sun Nemi Hadin Kai	Health
Yan Takarar Shugaban Kasa a Najeriya Na Ci Gaba Da Yakin Neman Zabe	Politics
Nijar: Rawar Da Matasa Ke Takawa Wajen Yaki Da Cizon Sauro	Africa
‘Yan Gudun Hijira Daga Zamfara Sun Bayyana Abun Da Ya Addabesu	Nigeria
Yau Ce Sabuwar Ranar Dimokaradiyya A Najeriya	Politics
An Tabbatar Da Naira Dubu 30 A Matsayin Albashi Mafi Karanci A Najeriya	Nigeria
Muguwar Guguwar Idai Ta Janyo Barazanar Cututttuka Ga Dabbobi	Africa
Kungiyar Lafiya Ta Duniya Tace Rage Shan Sikari	Health
Amurka Ta Musanta Rufe Ofishin Jakadancinta Na Abuja, Legas	World
Wani Ba'amurke Ya Kamu da Cutar Ebola	Health
Zaben Jihohin Bauchi Da Gombe Yana Gudana Cikin Lumana	Politics
‘Yan Kungiyar Boko Haram Sun Yi Wa Sojoji Shigar Burtu a Borno	Nigeria
Amurka Na Binciken Musabbabin Mutuwar Sojojinta a Jamhuriyar Nijar	World
Bullar Cutar Ebola a Kaduna ba Gaskiya Bane	Health
Kungiyar Al-shabab Ta Dauki Alhakin Harin Birnin Mogadishu	Africa
Jihar Kano ta Gudanar da Bita Game da Kiyayewar Cutar Gudawa	Health
Dalilin Da Ya Sa Saudiyya Ta Rage Adadin Mahajjatan Najeriya	World
Majalisar Dinkin Duniya Ta Zabi Mutane 25 Su Jagoranci Magance Tamowa	World
Yawan Wadanda Suka Ji Rauni A Harin Dan Bindiga A Las Vegas Ya Ninku	World
Tabarbarewar Sha’anin Ilimi a Jamhuriyar Nijar	Africa
MDD: Ta Nuna Damuwarta Kan Yanayin Siyasa A Burundi	World
Siriya Ta Ce Zargin Harin Gubar Da OPCW Ta Yi Ma Ta Bai Da Tushe	World
Iran Ta Ce Kasancewar Dakarun Kasashen Waje A Yankinsu Zai Kawo Matsala	World
An Kaddamar Da Wani Shiri A Nijer Don Magance Mace-Macen Mata Da Yara	Africa
Mun Kuduri Aniyar Kawar Da Polio A Shekarar Nan	Health
Yan Gudun Hijira Na Cigaba Da Fama	Africa
Najeriya: An Gudanar Da Taron Hukumar 'Yan Sanda Ta Kasa Da Kasa	Nigeria
Gwamnatin Tarayyar Najeriya Ta Kara Kokarin Inganta Kiwon Lafiya	Health
Ciwon Kyanda Ya Kashe Mutane Goma Sha Bakwai A Jihar Niger	Health
Zaben Najeriya: An Yi wa ‘Yan Jarida Bita Kan Watsa Labaran Zabe	Politics
Jawabin Shugaba Buhari Bayan Lashe Zabe	Politics
Ra’ayoyin Wasu ‘Yan Najeriya Kan Jawabin Shugaba Trump	World
Ba a Samun Raguwar Cutar Kanjamau Cikin Sauri a Nigeriya	Health
An Kashe 'Yan Boko Haram 40, Tare Da Kwato Makamai	Nigeria
Tsohon Ministan Lafiyar Najeriya Osotimehin Ya Rasu	Health
Kokarin Kawar Da Zazzabin Cizon Sauro Ya Ceci Mutane Miliyan 3.3, inji WHO	Health
Rundunar Tsaron Farin Kaya Ta Kubuto Wasu Mutane Da Aka Yi Garkuwa Da Su	Nigeria
Cibiyoyin Kiwon Lafiya Zasu Hada Hannu A Yaki Da HIV	Health
Kashe 'Yan Jarida A Kan Aikin Su Yana Karuwa Ainun	World
Tawagar 'Yan Majalisar Wakilan Amurka Ta Kai Ziyara Kasar Nijar	World
Majalisar Dinkin Duniya Ta Tabbatar Da Yarjejeniyar Tsagaita Wuta A Yamal	World
Nijar: Muhawara Ta Barke Bayan Zargin Bazum Da Kamfe Da Sunan Aiki	Africa
An Fara Tuhumar Tsohon Shugaban Sudan Da Laifukan Rashawa	Africa
Fulani Sun Nesanta Kansu Daga Zargin Kisan Mutane 6 a Anambara	Nigeria
Masakar SOTEX a Jamhuriyar Nijer Na Fuskantar Barazanar Durkushewa	Africa
Abin Da 'Yan Kudancin Najeriya Ke Cewa Kan Bullar Nnamdi Kanu	World
Taron MDD: Mai Yiwuwa Rikicin Amurka, Iran Ya Mamaye Batun Dumamar Yanayi	World
Janar Buratai Ya Ce Za a Sake Fasalin Matakan Tsaro a Najeriya	Nigeria
Duk Wanda Ya Bada Fatawa Don Cutar Da Mutane Game Da Polio, Zai Gamu Da Allah	Health
An Koka Da Cafke Dan Jarida a Pakistan	World
Cutar Yoyon Fitsari Na Ci Gaba Da Raba Kawunan Iyali A Nijar	Africa
Kungiyar Red Cross Ta Roki Boko Haram Ta Saki Ma'aikatanta Biyu	Nigeria
Najeriya Tana Son Yin Abin Tarihi	Health
Manoman Shinkafa Dubu 25 Ne Suka Yi Asarar Kayan Gonakinsu a Jihar Neja	Nigeria
Gidauniyar Bill Gates Zata Samar da Maganin Kanjamau Mai Araha	World
Yara Masu Fama Da Ciwon Rashin Abinci Mai Gina Jiki A Arewacin Najeriya Sun Samu Babban Tallafi	Health
Shugaban Hukumar INEC Ya Yi Jawabin Karshe Kafin Zabe	Politics
Britaniya Zata Bada Fam Miliyan 100 Don Yaki da Polio	Health
Jamhuriyyar Nijar Ta Cika Shekaru 59 Da Samun 'Yancin Kai	Africa
Yau Musulmi Ke Sallar Layya A Duk Fadin Duniya	Nigeria
Venezuele:Juan Guaido Ya Nemi Taimakon Soji A Kawar Da Gwamnatin Maduro	World
Yan Gudun Hijirar Kamaru Sama Da 35,000 Suka Je Najeriya	Africa
Za’a Kafa Hukumar Raya Arewa Maso Gabashin Najeriya: Osinbajo	Nigeria
Kasashen G7 Za Su Taimaka Da Dala Miliyan 22 Don Yaki Da Wutar Dajin Amazon	World
Kasuwanni Hannun Jari Na Cikin Tsaka Mai Wuya A Duniya	World
Dage Zabe: MDD, ECOWAS, Sun Rarrashi ‘Yan Najeriya	World
Ana Kirga Kuri'un Zaben Shugaban Kasar Mali	Africa
Najeriya: Majalisar Dokoki Ta Takwas Ta Yi Zaman Ta Na Karshe	Politics
